"","Mean","StdErr","Selection","Shorten","SelectSP","TestSP","Year","Cycles","nDH","Ne","varE"
"93",0.990721406872422,0.00433716997148089,"./rand_1000_2yr_nDH24_varE1_Ne600_Sd_GP.csv","rand_1000_2yr_nDH24_varE1_Ne600_Sd_GP","rand",1000,"2yr",2,"nDH24","Ne600","varE1"
"94",0.954223771598982,0.00445850227632536,"./rand_1000_2yr_nDH24_varE1_Ne600_Sd_GP.csv","rand_1000_2yr_nDH24_varE1_Ne600_Sd_GP","rand",1000,"2yr",3,"nDH24","Ne600","varE1"
"95",0.954741166166735,0.00464901665479444,"./rand_1000_2yr_nDH24_varE1_Ne600_Sd_GP.csv","rand_1000_2yr_nDH24_varE1_Ne600_Sd_GP","rand",1000,"2yr",4,"nDH24","Ne600","varE1"
"96",0.932394738099928,0.00463799975374508,"./rand_1000_2yr_nDH24_varE1_Ne600_Sd_GP.csv","rand_1000_2yr_nDH24_varE1_Ne600_Sd_GP","rand",1000,"2yr",5,"nDH24","Ne600","varE1"
"97",0.940501590741954,0.00391502888522951,"./rand_1000_2yr_nDH24_varE1_Ne600_Sd_GP.csv","rand_1000_2yr_nDH24_varE1_Ne600_Sd_GP","rand",1000,"2yr",6,"nDH24","Ne600","varE1"
"98",0.924219838687505,0.00476967280458858,"./rand_1000_2yr_nDH24_varE1_Ne600_Sd_GP.csv","rand_1000_2yr_nDH24_varE1_Ne600_Sd_GP","rand",1000,"2yr",7,"nDH24","Ne600","varE1"
"99",0.994628811894572,0.00605216616065552,"./rand_400_1yr_nDH24_varE1_Ne600_Sd_GP.csv","rand_400_1yr_nDH24_varE1_Ne600_Sd_GP","rand",400,"1yr",1,"nDH24","Ne600","varE1"
"100",0.998202518204052,0.00616330753200786,"./rand_400_1yr_nDH24_varE1_Ne600_Sd_GP.csv","rand_400_1yr_nDH24_varE1_Ne600_Sd_GP","rand",400,"1yr",2,"nDH24","Ne600","varE1"
"101",0.945784701243434,0.00662515285633084,"./rand_400_1yr_nDH24_varE1_Ne600_Sd_GP.csv","rand_400_1yr_nDH24_varE1_Ne600_Sd_GP","rand",400,"1yr",3,"nDH24","Ne600","varE1"
"102",0.91958021258992,0.00558666891977055,"./rand_400_1yr_nDH24_varE1_Ne600_Sd_GP.csv","rand_400_1yr_nDH24_varE1_Ne600_Sd_GP","rand",400,"1yr",4,"nDH24","Ne600","varE1"
